name,date,slice_s_idx,slice_e_idx,start_time,end_time,ellipse_d_max,Euclidean_d_max,Feret_d_max,area,perimeter,circularity,probe,first_diode_trunc,last_diode_trunc,image_trunc,aspect_ratio,wind_w,pres,alt,temp,LWC,IWC
1874727_20ch0,220720,1874727,1874738,19:03:39.716000000,19:03:39.716000000,128.792944131803,117.04699910719626,126.49110640673518,4400.0,329.70562748477136,1.9660301749212865,ch0,0,0,0,2.1445863545710764,0.10674808,406.5501,7538.069,257.78113,0.009545012,0.087212
1957093_20ch0,220720,1957093,1957121,19:04:04.520000000,19:04:04.676000000,356.6733200843575,386.0051813123756,396.6106403010388,48900.0,1470.182899632296,3.517418235483092,ch0,0,9,0,1.5135171161397734,-0.1808984,406.8796,7531.3877,258.2781,0.0,0.018755201
1957093_20ch0,220720,1957093,1957104,19:04:04.520000000,19:04:04.676000000,125.770416994923,120.83045973594572,134.1640786499874,6400.0,308.6396103067893,1.1844411462054096,ch0,0,9,0,1.852150501632425,-0.1808984,406.8796,7531.3877,258.2781,0.0,0.018755201
2161939_20ch0,220720,2161939,2161948,19:33:33.890000000,19:33:33.890000000,143.0347407524908,143.17821063276352,155.24174696260025,9000.0,445.56349186104046,1.7553625321976725,ch0,0,0,0,1.581171584583523,-0.31238684,341.63474,8837.983,249.02925,0.032909244,0.89677036
2161939_20ch0,220720,2161939,2161962,19:33:33.890000000,19:33:33.890000000,283.5181385041582,302.65491900843114,314.00636936215164,41900.0,1089.1168824543142,2.252812738810677,ch0,0,0,0,1.3617547076968235,-0.31238684,341.63474,8837.983,249.02925,0.032909244,0.89677036
2173288_20ch0,220720,2173288,2173302,19:33:34.062000000,19:33:34.062000000,255.59412780319144,257.0992026436488,269.2582403567252,20900.0,835.2691193458118,2.656419751673176,ch0,0,0,0,2.14552896872081,-0.31238684,341.63474,8837.983,249.02925,0.02715255,0.62895125
2173288_20ch0,220720,2173288,2173294,19:33:34.062000000,19:33:34.062000000,147.5345766071076,110.4536101718726,123.6931687685298,3400.0,306.5685424949238,2.1997149032239784,ch0,0,0,0,2.175527762820519,-0.31238684,341.63474,8837.983,249.02925,0.02715255,0.62895125
2193286_20ch0,220720,2193286,2193297,19:33:34.358000000,19:33:34.358000000,149.01776377521702,136.01470508735443,148.66068747318505,10700.0,601.776695296637,2.6932526035289,ch0,0,0,0,1.17815015438808,-0.31238684,341.63474,8837.983,249.02925,0.050760705,0.49533427
2193286_20ch0,220720,2193286,2193318,19:33:34.358000000,19:33:34.358000000,357.8247624792399,368.78177829171545,380.78865529319546,75100.0,1507.4621202458748,2.407925327487753,ch0,0,0,0,1.2714629539381097,-0.31238684,341.63474,8837.983,249.02925,0.050760705,0.49533427
2343989_20ch0,220720,2343989,2344025,19:33:36.293000000,19:33:36.293000000,425.7271426349541,427.2001872658765,435.6604182158393,84200.0,1592.9646455628165,2.398227169179366,ch0,5,0,0,1.610669137542084,-3.3814383,341.73563,8838.799,249.02202,0.0440234,0.43976763
2343989_20ch0,220720,2343989,2344000,19:33:36.293000000,19:33:36.293000000,178.51637841650216,177.2004514666935,186.81541692269408,14200.0,494.5584412271571,1.3706830092761084,ch0,0,0,0,1.6972892868319231,-3.3814383,341.73563,8838.799,249.02202,0.0440234,0.43976763
2378502_20ch0,220720,2378502,2378516,19:33:36.761000000,19:33:36.761000000,161.26866804629867,141.4213562373095,151.32745950421557,4200.0,315.2081528017131,1.882503227249908,ch0,0,0,0,3.197998232244827,-3.854809,341.67798,8837.806,248.86433,0.02238785,0.38638458
2378502_20ch0,220720,2378502,2378518,19:33:36.761000000,19:33:36.761000000,268.3292351089165,268.3281572999748,277.308492477241,22400.0,824.2640687119285,2.41365311653283,ch0,0,0,0,1.748304251989771,-3.854809,341.67798,8837.806,248.86433,0.02238785,0.38638458
506362_23ch0,220723,506362,506368,19:00:33.389000000,19:00:33.389000000,133.64949515242233,108.16653826391968,116.619037896906,3200.0,252.78174593052023,1.5890280952189584,ch0,0,0,0,3.208903854442645,14.64253,486.2294,6136.451,266.56076,0.03211306,0.4176231
506362_23ch0,220723,506362,506377,19:00:33.389000000,19:00:33.389000000,229.0714088904424,225.6102834535696,235.3720459187964,19900.0,851.8376618407356,2.901688137989105,ch0,0,0,0,1.5396095566001156,14.64253,486.2294,6136.451,266.56076,0.03211306,0.4176231
623640_23ch0,220723,623640,623649,19:00:38.267000000,19:00:38.267000000,105.02568916402046,108.16653826391968,116.619037896906,5500.0,279.35028842544403,1.12908254807708,ch0,0,0,0,1.475753793908768,16.99597,486.319,6135.8784,266.4537,6.501894e-05,0.3764184
623640_23ch0,220723,623640,623654,19:00:38.267000000,19:00:38.267000000,207.047072900694,188.67962264113208,208.08652046684813,12000.0,652.842712474619,2.826350452268543,ch0,0,0,0,2.0241034838086684,16.99597,486.319,6135.8784,266.4537,6.501894e-05,0.3764184
1234910_23ch0,220723,1234910,1234929,19:08:37.843000000,19:08:37.843000000,239.874513392344,261.72504656604804,269.07248094147417,22000.0,966.98484809835,3.3822584721888496,ch0,18,0,0,1.3759059192847154,25.059624,505.89426,5826.695,268.29187,0.015434481,0.5006366
1234910_23ch0,220723,1234910,1234922,19:08:37.843000000,19:08:37.843000000,142.55416905678229,121.65525060596438,131.52946437965906,3700.0,303.1370849898476,1.976362259457796,ch0,0,0,0,2.790936427910694,25.059624,505.89426,5826.695,268.29187,0.015434481,0.5006366
